"","a"
"1",41.1672215146969
"2",48.5182584428309
"3",41.2535556343312
"4",48.4689487265712
"5",48.5387278809121
"6",41.2352529002439
"7",48.7113721645481
"8",41.3316850262412
"9",48.5644816189181
"10",41.2060315833731
"11",52.8713440218926
"12",42.7403515831979
"13",32.0413342217233
"14",41.8550560266114
"15",42.741196525583
"16",41.9461888722263
"17",31.9168889363738
"18",52.7541175947454
"19",52.7618561375424
"20",42.7662713772146
"21",31.9139786727418
"22",41.8973378774108
"23",41.9879380103561
"24",31.8367530272623
"25",42.8269492297399
"26",52.8188687378344
"27",52.8951715158732
"28",41.9112526401568
"29",31.8689530086598
"30",42.8269654224072
"31",32.5513742516355
"32",47.1055118320628
"33",32.5085949342522
"34",47.1120041413135
"35",32.5193085363535
"36",47.007092311848
"37",32.4791671161836
"38",47.1288280176856
"39",32.4434948306544
"40",47.133585461496
"41",41.4472362129521
"42",57.4262211384053
"43",41.5254014726761
"44",57.4838893707506
"45",41.5602680057979
"46",57.3293561251979
"47",41.5119273567981
"48",57.3510568641952
"49",57.4115918597568
"50",41.4299559665993
"51",66.1530232425534
"52",42.2526703405648
"53",32.2127196578262
"54",56.1100261072313
"55",42.204043712998
"56",32.154188514422
"57",56.0344583174684
"58",66.1248781588782
"59",66.1569482522682
"60",42.1770278416189
"61",56.0150642998748
"62",32.2601047558402
"63",42.2048467265143
"64",32.2467914233358
"65",56.2238923571941
"66",66.1483561875802
"67",42.2196051061767
"68",56.0382151701012
"69",66.0100990134532
"70",32.2972871033307
"71",32.9955142683805
"72",64.8079863192584
"73",64.688225025603
"74",32.9934658673556
"75",64.7945277752536
"76",32.9998283254875
"77",32.9906889099244
"78",64.7769306549564
"79",32.9974927105564
"80",64.8126224041139
"81",50.1014065075949
"82",41.923283826343
"83",50.206474863074
"84",42.0374050187566
"85",41.883809764235
"86",50.1754362498796
"87",41.9714183214385
"88",50.1540996337652
"89",50.202742883974
"90",41.9725314767873
"91",42.9444485289121
"92",55.2804295765869
"93",32.9382585159201
"94",45.3233298455844
"95",42.8514903191801
"96",45.1921919777155
"97",55.0970909193356
"98",32.9813862723278
"99",45.2044512452373
"100",55.2693521118157
"101",32.9560998819637
"102",42.86346589007
"103",32.9860278652603
"104",45.2150760453391
"105",42.9917484739311
"106",55.2982175393458
"107",45.2660853639781
"108",42.8107955069041
"109",55.239100713705
"110",33.0641748801463
"111",50.2356584107355
"112",33.787728032034
"113",34.0083616012143
"114",50.3760980075797
"115",33.9945577797372
"116",50.3546247840291
"117",50.3065663160583
"118",33.8806191263204
"119",33.9714478832321
"120",50.3868627278953
"121",40.397273851457
"122",46.1723305584735
"123",46.233716196295
"124",40.3143906365302
"125",46.2807963652915
"126",40.4239884576472
"127",46.0791848321578
"128",40.4390587906337
"129",40.2871217167603
"130",46.1840480861412
"131",39.2136596495299
"132",49.2675477613151
"133",40.3088199512444
"134",30.6526680547028
"135",39.0915405139846
"136",40.452159213473
"137",49.4599303157362
"138",39.1555969382098
"139",30.3520984020267
"140",40.5562856214363
"141",48.9325277424656
"142",40.5110091477752
"143",49.2987009175952
"144",39.1075488100768
"145",40.4224275679174
"146",39.2382112468477
"147",30.4311352516084
"148",49.1311108423531
"149",42.4341695254373
"150",30.6582251209328
"151",42.3912369528216
"152",30.6292370104149
"153",42.1515814740677
"154",42.226088605143
"155",42.3739968167264
"156",30.6555918636197
"157",50.201471784083
"158",42.3072793937461
"159",42.3114153760033
"160",50.178151476224
"161",42.2497701110565
"162",50.1236030359547
"163",50.120499806918
"164",42.1682433176269
"165",42.2501527365888
"166",50.1024421207594
"167",33.5248989863832
"168",43.4416226521033
"169",45.2460763380641
"170",55.2236970206309
"171",43.358724416829
"172",55.2457848781369
"173",33.4394814718661
"174",45.2973816202103
"175",33.338073171199
"176",45.3345710052519
"177",55.2943462863623
"178",43.3802120812895
"179",43.3661271738797
"180",45.2106365856067
"181",33.3699198830455
"182",55.2180827772901
"183",43.3958834668708
"184",33.4168438407232
"185",45.3258984848764
"186",55.2269681945858
"187",50.2913813021944
"188",34.6314182866981
"189",50.2989853342651
"190",34.626265908354
"191",34.455849330473
"192",50.2985592354057
"193",50.4129322103413
"194",34.5906359005303
"195",34.5011009889985
"196",50.3854198721149
"197",57.8331056476808
"198",41.9205986935763
"199",41.9218950707377
"200",57.8919193257313
"201",41.8241551058441
"202",57.8013841939875
"203",41.8514863062146
"204",57.8594305198426
"205",41.7838796719353
"206",66.7774819111062
"207",42.8977465752418
"208",56.7798775989254
"209",32.7451572436199
"210",66.7984130476654
"211",56.6937088621274
"212",42.8636100014353
"213",32.9535398813859
"214",66.8141426445626
"215",42.6756456895497
"216",56.6700387510235
"217",32.8277761695199
"218",32.8506782634689
"219",42.7705149287622
"220",66.8086260660689
"221",56.8010586546641
"222",56.9100876271455
"223",32.742356045277
"224",66.7989187141378
"225",42.7477800309088
"226",65.6916083616806
"227",33.7380093383441
"228",65.6062678401439
"229",33.7147663209051
"230",33.6880265943128
"231",65.6834590610818
"232",33.7482118689729
"233",65.6199528978571
"234",65.6619557399048
"235",33.7220775446086
"236",43.2174422125762
"237",46.9070024127814
"238",46.881565814949
"239",43.2479952874692
"240",43.3329466471912
"241",46.9152656483088
"242",43.2521000639441
"243",46.810547850843
"244",43.3224209270988
"245",46.7943883815924
"246",34.8732741565705
"247",50.3785490292433
"248",40.2344023055444
"249",44.8822912177482
"250",50.3949002929064
"251",35.0034683611953
"252",44.9612691350181
"253",50.3739125771275
"254",34.9817843006306
"255",40.2808601059828
"256",44.9374984749085
"257",44.9761181149291
"258",40.26696482826
"259",35.0178151204819
"260",50.306026570304
"261",40.3409801567384
"262",44.9725398322594
"263",50.3191519495111
"264",34.9772276560696
"265",43.7550104607673
"266",36.5559101478297
"267",43.7420161169067
"268",36.5252162764641
"269",43.7819347745613
"270",36.5584640450963
"271",43.7196172674081
"272",36.6234069615482
"273",36.4971234094231
"274",43.7054302567998
"275",57.056075674454
"276",41.4592398315073
"277",56.959832639107
"278",41.3405960863368
"279",56.9814019732073
"280",41.378382743466
"281",57.0346478835308
"282",41.3120163072681
"283",41.301233601794
"284",56.9608509551938
"285",32.0657064224865
"286",55.5607777452058
"287",65.6168564348476
"288",42.0452642705643
"289",55.5377451612897
"290",32.1050966580407
"291",65.5864974768985
"292",41.8814901462055
"293",55.4593992476364
"294",31.9587288978374
"295",42.0747693603234
"296",65.5588729445385
"297",42.0068988601482
"298",31.9928783452491
"299",55.4260325761256
"300",65.4948776383789
"301",32.009225595647
"302",41.9646569634313
"303",55.3684356980519
"304",65.4568043778883
"305",32.6606107139765
