OS,S,Q,Std,X,R
29,25,45,15,30,20.19543974
29,25,50,20,30,30.09771987
29,25,50,20,70,40.13029316
29,25,50,20,30,20.19543974
29,25,50,20,70,70.09771987
29,25,50,20,70,69.96742671
29,25,50,20,30,10.03257329
29,25,50,20,70,79.93485342
29,25,50,20,30,10.09771987
29,25,50,20,30,20.13029316
29,25,50,20,70,80.26058632
30,26,50,10,40,34.98371336
30,26,50,10,60,57.45928339
30,26,50,10,60,57.39413681
30,26,50,10,40,57.19869707
30,26,50,10,60,54.07166124
30,26,50,10,40,35.50488599
30,26,50,10,60,58.63192182
30,26,50,10,40,34.91856678
30,26,50,10,60,55.37459283
30,26,50,10,40,24.75570033
30,26,45,15,60,50.16286645
30,26,55,15,70,60.3257329
30,26,55,15,40,34.5276873
30,26,45,15,30,25.7980456
30,26,45,15,60,54.2019544
30,26,45,15,30,25.4723127
30,26,55,15,40,40.26058632
30,26,55,15,70,74.5276873
30,26,45,15,60,59.93485342
30,26,45,15,30,25.60260586
30,26,55,15,40,30.16286645
30,26,55,15,70,59.86970684
30,26,55,15,40,33.8762215
30,26,45,15,30,25.27687296
30,26,45,15,60,40.19543974
30,26,55,15,70,30.09771987
30,26,55,15,70,60.06514658
30,26,55,15,40,30.09771987
30,26,45,15,60,40.58631922
30,26,45,15,30,19.47882736
30,26,50,20,70,50.22801303
30,26,50,20,30,29.25081433
30,26,50,20,30,24.23452769
30,26,50,20,70,60.39087948
30,26,50,20,30,25.1465798
30,26,50,20,70,59.60912052
30,26,50,20,70,50.48859935
30,26,50,20,30,24.49511401
30,26,50,20,30,25.34201954
30,26,50,20,70,59.6742671
