"","a"
"1",40.1249479182201
"2",59.9302038281518
"3",59.9022319554151
"4",40.1032273059992
"5",60.3418642174856
"6",39.9094258675035
"7",39.9505630890141
"8",60.1861499941592
"9",40.1732979782331
"10",60.1573461164577
"11",70.2731067191669
"12",40.0596810485387
"13",60.0690193318044
"14",30.2024502478029
"15",40.1454428765417
"16",69.9258321593379
"17",59.9298825253639
"18",29.695741815141
"19",60.1452302699374
"20",29.9300310791792
"21",69.9986870484828
"22",40.068934125984
"23",69.9107655588966
"24",60.1962705109769
"25",30.0342437393748
"26",40.0023263092634
"27",30.0685922557057
"28",69.8049337502348
"29",39.9042660719702
"30",59.9067471237114
"31",69.9451267515953
"32",29.913104455546
"33",29.7587021519177
"34",69.9741057441365
"35",70.1789112038658
"36",30.0057540179025
"37",70.1224190203812
"38",29.8982191087793
"39",30.3121128232562
"40",69.8734859548763
"41",40.0507151814643
"42",59.9127367290883
"43",39.8562226178266
"44",60.077016908295
"45",39.9594298318425
"46",60.1400165153122
"47",60.0212347051509
"48",39.956320082008
"49",39.9832025913272
"50",59.9763726515859
"51",30.1260452358567
"52",40.0521966857836
"53",70.0006872200602
"54",60.0132011138451
"55",29.795276409269
"56",60.0323066395754
"57",70.0813931557739
"58",40.1498184248287
"59",69.9868171021567
"60",29.9286303758825
"61",40.0333104400757
"62",59.8944382617181
"63",29.9845645042802
"64",40.0276588725446
"65",59.9541858864205
"66",70.0518811043952
"67",70.0684048293745
"68",30.0179087495881
"69",60.1443161408184
"70",40.003452226269
"71",30.0259661569404
"72",70.033511387273
"73",69.8909380088608
"74",30.0963016169419
"75",29.9617648302933
"76",70.0611959237582
"77",70.0128426399284
"78",29.9524683565592
"79",70.0430492684786
"80",30.0770213658202
"81",39.9704053834758
"82",60.2221268974941
"83",39.9845357769239
"84",60.0638341823333
"85",40.1188476308816
"86",59.9868398879261
"87",60.0744617452052
"88",60.0690793297375
"89",39.866052815121
"90",30.1370153276778
"91",70.1099318301421
"92",40.1144721305939
"93",60.2202217025632
"94",29.9652493651026
"95",40.0156416691422
"96",70.0463945740632
"97",40.1396371958664
"98",69.9898951913704
"99",29.9814773139448
"100",59.8757379977524
"101",29.830223740793
"102",70.2881306894906
"103",39.8542091083241
"104",60.2477845127394
"105",59.6361208676674
"106",70.0637894129577
"107",39.9921634796247
"108",29.9939527643125
"109",69.9409570631324
"110",29.9564033670737
"111",70.054460772207
"112",30.0643624816744
"113",30.0811718275043
"114",70.2048249979626
"115",69.934699215554
"116",29.9282134396537
"117",29.9275447652237
"118",69.8115718691304
"119",59.9236712328677
"120",40.217452953254
"121",59.9588359286596
"122",40.0979245056911
"123",60.0343037268137
"124",39.9173284737311
"125",39.9823628097846
"126",59.8180941799648
"127",40.0005307833725
"128",60.2775832189494
"129",40.2644801432693
"130",30.0700056129928
"131",60.0700446260973
"132",69.9231568351333
"133",39.6327335531186
"134",60.4756287696503
"135",29.85793170005
"136",60.1736075800122
"137",29.8656331985712
"138",70.1582816120876
"139",40.0741386907171
"140",30.1454500954827
"141",70.1000432152293
"142",39.8036596557738
"143",60.0998593182563
"144",69.8638034119631
"145",60.0037650339796
"146",29.707635044765
"147",40.1442548883715
"148",29.697622806354
"149",70.2357029731051
"150",29.8124339193916
"151",69.8721675836817
"152",69.972565674982
"153",29.9727256467799
"154",29.9554352684587
"155",69.975915328106
"156",69.8766042309314
"157",30.0135670241182
"158",60.0048949307441
"159",39.9329927937183
"160",39.9649656588172
"161",59.9739073365371
"162",39.962648987225
"163",60.0092169927345
"164",40.0596211132059
"165",59.9476130920779
"166",59.9284315482041
"167",39.9520373756939
"168",60.0328687096216
"169",70.0055090583861
"170",30.0704980403188
"171",40.0193766898077
"172",39.9275404288599
"173",69.8854885155672
"174",29.915836286277
"175",60.0499193739802
"176",30.0128943526485
"177",40.0680006979714
"178",59.9092008425703
"179",70.0983837265286
"180",69.9836145170818
"181",29.9890755223471
"182",59.9966461298455
"183",30.1079087023466
"184",39.9518954872391
"185",69.8686059200411
"186",60.0140607268781
"187",69.960770889816
"188",30.0952403177098
"189",70.0846407715481
"190",29.9039670646384
"191",29.9716925245801
"192",70.0239199551986
"193",29.9934153903709
"194",70.0082343867286
"195",70.1637174907251
"196",30.0471304822708
"197",59.9896603660032
"198",40.0386731117592
"199",59.9815447292276
"200",39.96260860868
"201",40.0075248406494
"202",59.9098079320813
"203",59.9268556148206
"204",40.0150551037621
"205",59.996532809652
"206",39.9410604340001
"207",39.960414804144
"208",59.9818061225953
"209",69.9281214673943
"210",30.0133941458877
"211",39.9943744965868
"212",59.9857415491846
"213",70.0309929790951
"214",30.0024310800875
"215",29.9912263143827
"216",39.987751098816
"217",60.0219048411224
"218",69.9946355631155
"219",69.991208122132
"220",30.000255669896
"221",59.9954633775113
"222",40.0512318933284
"223",40.0274826699875
"224",29.9879473390141
"225",70.0306926821591
"226",59.8904766901214
"227",29.9996365032934
"228",70.1079419219915
"229",30.0730692232689
"230",70.1076819949889
"231",69.9546591102746
"232",29.9118314740473
"233",30.0463966682249
"234",70.0361347532484
"235",29.9505965681988
"236",69.9806382446932
"237",39.9338949119189
"238",60.1135204917589
"239",60.0523323205519
