"","a"
"1",38.2532843814212
"2",40.2838507763002
"3",37.9596489111668
"4",38.4345513241369
"5",44.7278740499118
"6",39.4820357302449
"7",45.5064537497564
"8",33.2526075745777
"9",43.4466811014348
"10",43.3684997687177
"11",32.6240347088305
"12",33.4906745932918
"13",41.7055804805056
"14",38.6192773217805
"15",48.4570763455979
"16",42.4627039474497
"17",39.4758258450501
"18",38.4470867602439
"19",42.5253646919376
"20",33.4842979014448
"21",38.6585018777727
"22",33.275962273179
"23",44.7271875659756
"24",41.6629209397948
"25",32.6601954411844
"26",43.444002933168
"27",43.1707054251246
"28",48.4921222184366
"29",45.5063338077575
"30",40.1880352354665
"31",37.9942114398829
"32",38.1517268986502
"33",32.6476501326819
"34",33.5047324171507
"35",43.4334366087832
"36",42.4714899767705
"37",41.6699339225731
"38",44.7839914751246
"39",39.4286984544442
"40",33.2382396428448
"41",48.4860094428193
"42",43.1780033651698
"43",45.5150111524128
"44",37.9445403191832
"45",38.100483670894
"46",38.4460070379874
"47",40.2777989987056
"48",38.5820720723819
"49",43.2814472129481
"50",48.5994475005567
"51",33.5270620759463
"52",38.5298582524162
"53",45.5510258669043
"54",32.6410273942234
"55",43.3470378080977
"56",37.8817428190857
"57",33.2654804726839
"58",38.1856541376746
"59",42.5517195737932
"60",39.4412369975799
"61",38.4571500991636
"62",40.1768490384857
"63",44.6855542670991
"64",41.6883803870009
"65",33.4375224000399
"66",44.6770252856399
"67",41.6868000479784
"68",43.4136579489235
"69",43.2141409055074
"70",38.6836401324656
"71",33.2480459424813
"72",40.2096439556588
"73",45.5095565911999
"74",38.0191595369031
"75",48.5910493288511
"76",32.6167665890827
"77",42.4604777383334
"78",38.3944566145549
"79",39.4834833164751
"80",38.2126481097738
"81",32.7460989290614
"82",35.9077496093687
"83",60.9886995007124
"84",42.4581281557187
"85",40.9401584049302
"86",43.274020326809
"87",59.4942889646713
"88",47.5931148647662
"89",55.7312132687466
"90",35.1733684561265
"91",52.8137174224996
"92",57.1258082818369
"93",49.8217954631988
"94",54.2662757455941
"95",49.0290867583911
"96",41.6606753704418
"97",49.9055105949316
"98",43.2328058703971
"99",59.4897308906348
"100",35.094146295344
"101",35.8545424790611
"102",32.7407568230125
"103",42.4805694540871
"104",52.8164561676401
"105",40.8600369743328
"106",60.9528071545599
"107",55.7321249904817
"108",41.6884708832968
"109",57.2089287555515
"110",54.3108067855034
"111",47.5618725556654
"112",48.9879152590813
"113",57.2255953443437
"114",60.9292296397201
"115",59.4777256208297
"116",43.2407382380332
"117",32.7899975082913
"118",41.7228762125
"119",52.8301778418609
"120",35.8890312013584
"121",47.6186866958904
"122",49.0954425504944
"123",55.795102299706
"124",35.1184412752829
"125",42.4122944731095
"126",40.8920218517062
"127",49.8748728375433
"128",54.3277887155176
"129",42.5131189799945
"130",49.0717567439275
"131",57.0848912113925
"132",35.8968502166888
"133",43.2077383005508
"134",54.3325252777424
"135",40.9694815999367
"136",59.5271160694444
"137",41.6721104272912
"138",35.1401912214837
"139",32.8389446793906
"140",47.633786339536
"141",49.7621682658741
"142",55.7067064755337
"143",52.9104368663694
"144",61.0010279310137
"145",35.9235951904954
"146",54.2741066060032
"147",49.1113776763514
"148",41.6624109956823
"149",43.249783315642
"150",52.8127289983658
"151",55.7433243970977
"152",60.9394299414042
"153",35.1678903838679
"154",59.4991143715001
"155",32.7024193549299
"156",40.9500338232297
"157",42.4714270987905
"158",47.5538186046915
"159",49.8288793756949
"160",57.1229499189341
"161",41.5731600180444
"162",49.1358147240827
"163",42.831563936728
"164",49.4663098924687
"165",35.1080260259755
"166",40.3765283041198
"167",46.0525606382516
"168",33.3406248533938
"169",40.9900318155928
"170",45.6595923691894
"171",46.2750245658209
"172",35.6137534979376
"173",42.5924671894016
"174",52.7411917129452
"175",39.8504353459303
"176",46.8521718575966
"177",46.3609194667847
"178",41.4865899655743
"179",39.8234520255873
"180",35.5507040020393
"181",52.7945513882463
"182",40.3206968719709
"183",33.3220934012371
"184",45.6336193584802
"185",45.9324544323609
"186",49.3769484958771
"187",42.5555090101596
"188",49.0405152583041
"189",46.9110875118889
"190",34.9903083431157
"191",40.9949886381861
